IATA,AIRPORT,CITY,STATE,LATITUDE,,,,,,Y-coordinate,LONGITUDE,,,,,,X-coordinate
CRP,Corpus Christi International,Corpus Christi,TX,27.77036083,-37.61900194,-9.84864111,-4.9656,48.9044123,465,513.9044123,-97.50121528,122.3748433,24.87362802,5.7618,143.3168699,320,463.3168699
CRW,Yeager,Charleston,WV,38.37315083,-37.61900194,0.75414889,-4.9656,-3.744801728,465,461.2551983,-81.59318972,122.3748433,40.78165358,5.7618,234.9757316,320,554.9757316
CSG,Columbus Metropolitan,Columbus,GA,32.51633333,-37.61900194,-5.10266861,-4.9656,25.33781125,465,490.3378112,-84.93886111,122.3748433,37.43598219,5.7618,215.6986422,320,535.6986422
CWA,Central Wisconsin,Mosinee,WI,44.77761917,-37.61900194,7.15861723,-4.9656,-35.54682972,465,429.4531703,-89.66677944,122.3748433,32.70806386,5.7618,188.4573223,320,508.4573223
CYS,Cheyenne,Cheyenne,WY,41.1557225,-37.61900194,3.53672056,-4.9656,-17.56193961,465,447.4380604,-104.8118381,122.3748433,17.5630052,5.7618,101.1945234,320,421.1945234
DAB,Daytona Beach International,Daytona Beach,FL,29.17991667,-37.61900194,-8.43908527,-4.9656,41.90512182,465,506.9051218,-81.05805556,122.3748433,41.31678774,5.7618,238.0590676,320,558.0590676
DAY,James M Cox Dayton Intl,Dayton,OH,39.90237583,-37.61900194,2.28337389,-4.9656,-11.33832139,465,453.6616786,-84.219375,122.3748433,38.1554683,5.7618,219.8441773,320,539.8441773
DBQ,Dubuque Municipal,Dubuque,IA,42.40295944,-37.61900194,4.7839575,-4.9656,-23.75521936,465,441.2447806,-90.70916722,122.3748433,31.66567608,5.7618,182.4512924,320,502.4512924
DHN,Dothan ,Dothan,AL,31.32133917,-37.61900194,-6.29766277,-4.9656,31.27167425,465,496.2716743,-85.44962889,122.3748433,36.92521441,5.7618,212.7557004,320,532.7557004
DIK,Dickinson Municipal,Dickinson,ND,46.79738889,-37.61900194,9.17838695,-4.9656,-45.57619824,465,419.4238018,-102.8019528,122.3748433,19.5728905,5.7618,112.7750805,320,432.7750805
DLG,Dillingham,Dillingham,AK,59.0454125,-37.61900194,21.42641056,-4.9656,-106.3949843,465,308.6050157,-158.5033389,122.3748433,-36.1284956,5.7618,-208.1651659,320,140.8348341
DLH,Duluth International,Duluth,MN,46.84209028,-37.61900194,9.22308834,-4.9656,-45.79816746,465,419.2018325,-92.19364861,122.3748433,30.18119469,5.7618,173.8980076,320,493.8980076
DRO,Durango-La Plata County,Durango,CO,37.15151667,-37.61900194,-0.46748527,-4.9656,2.321344857,465,467.3213449,-107.7537692,122.3748433,14.6210741,5.7618,84.24370475,320,404.2437047
DRT,Del Rio International,Del Rio,TX,29.37181222,-37.61900194,-8.24718972,-4.9656,40.95224527,465,505.9522453,-100.9232339,122.3748433,21.4516094,5.7618,123.599883,320,443.599883
DSM,Des Moines International,Des Moines,IA,41.53493306,-37.61900194,3.91593112,-4.9656,-19.44494757,465,445.5550524,-93.66068222,122.3748433,28.71416108,5.7618,165.4452533,320,485.4452533
DVL,Devils Lake Municipal-Knoke ,Devils Lake,ND,48.11424528,-37.61900194,10.49524334,-4.9656,-52.11518033,465,412.8848197,-98.90877833,122.3748433,23.46606497,5.7618,135.2067731,320,455.2067731
EAU,Chippewa Valley Regional,Eau Claire,WI,44.86525722,-37.61900194,7.24625528,-4.9656,-35.98200522,465,429.0179948,-91.48507194,122.3748433,30.88977136,5.7618,177.9806846,320,497.9806846
EGE,Eagle County Regional,Eagle,CO,39.64256778,-37.61900194,2.02356584,-4.9656,-10.04821854,465,454.9517815,-106.9176953,122.3748433,15.457148,5.7618,89.06099535,320,409.0609953
EKO,Elko Regional,Elko,NV,40.82492611,-37.61900194,3.20592417,-4.9656,-15.91933706,465,449.0806629,-115.7916964,122.3748433,6.5831469,5.7618,37.93077581,320,357.9307758
ELM,Elmira Corning Regional,Elmira,NY,42.15991361,-37.61900194,4.54091167,-4.9656,-22.54835099,465,442.451649,-76.89144333,122.3748433,45.48339997,5.7618,262.0662539,320,582.0662539
ERI,Erie Intl,Erie,PA,42.08202139,-37.61900194,4.46301945,-4.9656,-22.16156938,465,442.8384306,-80.17621556,122.3748433,42.19862774,5.7618,243.1400533,320,563.1400533
ESC,Delta County,Escanaba,MI,45.72266972,-37.61900194,8.10366778,-4.9656,-40.23957273,465,424.7604273,-87.09373139,122.3748433,35.28111191,5.7618,203.2827106,320,523.2827106
EUG,Mahlon Sweet ,Eugene,OR,44.12326,-37.61900194,6.50425806,-4.9656,-32.29754382,465,432.7024562,-123.2186856,122.3748433,-0.8438423,5.7618,-4.862050564,320,315.1379494
EVV,Evansville Regional,Evansville,IN,38.03799139,-37.61900194,0.41898945,-4.9656,-2.080534013,465,462.919466,-87.53062667,122.3748433,34.84421663,5.7618,200.7654074,320,520.7654074
EWN,Craven County Regional,New Bern,NC,35.07297222,-37.61900194,-2.54602972,-4.9656,12.64256518,465,477.6425652,-77.04294444,122.3748433,45.33189886,5.7618,261.1933349,320,581.1933349
EYW,Key West International,Key West,FL,24.55611111,-37.61900194,-13.06289083,-4.9656,64.86509071,465,529.8650907,-81.75955556,122.3748433,40.61528774,5.7618,234.0171649,320,554.0171649
FAI,Fairbanks International,Fairbanks,AK,64.8136775,-37.61900194,27.19467556,-4.9656,-135.037881,465,255.962119,-147.8596694,122.3748433,-25.4848261,5.7618,-146.838471,320,197.161529
FAR,Hector International,Fargo,ND,46.91934889,-37.61900194,9.30034695,-4.9656,-46.18180281,465,418.8181972,-96.81498889,122.3748433,25.55985441,5.7618,147.2707691,320,467.2707691
FAT,Fresno Yosemite International,Fresno,CA,36.77619444,-37.61900194,-0.8428075,-4.9656,4.185044922,465,469.1850449,-119.7181389,122.3748433,2.6567044,5.7618,15.30739941,320,335.3073994
FAY,Fayetteville Municipal,Fayetteville,NC,34.99147222,-37.61900194,-2.62752972,-4.9656,13.04726158,465,478.0472616,-78.88,122.3748433,43.4948433,5.7618,250.6085881,320,570.6085881
FCA,Glacier Park Intl,Kalispell,MT,48.31140472,-37.61900194,10.69240278,-4.9656,-53.09419524,465,411.9058048,-114.2550694,122.3748433,8.1197739,5.7618,46.78451326,320,366.7845133
FLG,Flagstaff Pulliam,Flagstaff,AZ,35.13845472,-37.61900194,-2.48054722,-4.9656,12.31740528,465,477.3174053,-111.6712183,122.3748433,10.703625,5.7618,61.67214652,320,381.6721465
FLO,Florence Regional,Florence,SC,34.18536111,-37.61900194,-3.43364083,-4.9656,17.05008691,465,482.0500869,-79.72388889,122.3748433,42.65095441,5.7618,245.7462691,320,565.7462691
FNT,Bishop,Flint,MI,42.96550333,-37.61900194,5.34650139,-4.9656,-26.5485873,465,438.4514127,-83.74345639,122.3748433,38.63138691,5.7618,222.5863251,320,542.5863251
FOE,Forbes ,Topeka,KS,38.95095194,-37.61900194,1.33195,-4.9656,-6.61393092,465,458.3860691,-95.66361444,122.3748433,26.71122886,5.7618,153.9047584,320,473.9047584
FSD,Joe Foss ,Sioux Falls,SD,43.58135111,-37.61900194,5.96234917,-4.9656,-29.60664104,465,435.393359,-96.74170028,122.3748433,25.63314302,5.7618,147.6930435,320,467.6930435
FSM,Fort Smith Regional,Fort Smith,AR,35.33659028,-37.61900194,-2.28241166,-4.9656,11.33354334,465,476.3335433,-94.36744111,122.3748433,28.00740219,5.7618,161.3730499,320,481.3730499
FWA,Fort Wayne International,Fort Wayne,IN,40.97846583,-37.61900194,3.35946389,-4.9656,-16.68175389,465,448.3182461,-85.19514639,122.3748433,37.17969691,5.7618,214.2219777,320,534.2219777
GCC,Gillette-Campbell County,Gillette,WY,44.34889806,-37.61900194,6.72989612,-4.9656,-33.41797217,465,431.5820278,-105.5393614,122.3748433,16.8354819,5.7618,97.00267961,320,417.0026796
GCK,Garden City Regional,Garden City,KS,37.92751556,-37.61900194,0.30851362,-4.9656,-1.531955231,465,463.4680448,-100.7244147,122.3748433,21.6504286,5.7618,124.7454395,320,444.7454395
GEG,Spokane Intl,Spokane,WA,47.61985556,-37.61900194,10.00085362,-4.9656,-49.66023874,465,415.3397613,-117.5338425,122.3748433,4.8410008,5.7618,27.89287841,320,347.8928784
GFK,Grand Forks International,Grand Forks,ND,47.949255,-37.61900194,10.33025306,-4.9656,-51.29590459,465,413.7040954,-97.17611111,122.3748433,25.19873219,5.7618,145.1900551,320,465.1900551
GGG,Gregg County,Longview,TX,32.38486111,-37.61900194,-5.23414083,-4.9656,25.99064971,465,490.9906497,-94.71171,122.3748433,27.6631333,5.7618,159.3894414,320,479.3894414
GJT,Walker ,Grand Junction,CO,39.1224125,-37.61900194,1.50341056,-4.9656,-7.465335477,465,457.5346645,-108.5267347,122.3748433,13.8481086,5.7618,79.79003213,320,399.7900321
GNV,Gainesville Regional,Gainesville,FL,29.69005556,-37.61900194,-7.92894638,-4.9656,39.37197614,465,504.3719761,-82.27177778,122.3748433,40.10306552,5.7618,231.0658429,320,551.0658429
GPT,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,30.40728028,-37.61900194,-7.21172166,-4.9656,35.81052507,465,500.8105251,-89.07009278,122.3748433,33.30475052,5.7618,191.8953115,320,511.8953115
GRB,Austin Straubel International,Green Bay,WI,44.48507333,-37.61900194,6.86607139,-4.9656,-34.09416409,465,430.9058359,-88.12959,122.3748433,34.2452533,5.7618,197.3143005,320,517.3143005
GRI,Central Nebraska Regional ,Grand Island,NE,40.96747222,-37.61900194,3.34847028,-4.9656,-16.62716402,465,448.372836,-98.30861111,122.3748433,24.06623219,5.7618,138.6648166,320,458.6648166
GRK,Robert Gray AAF,Killeen,TX,31.06489778,-37.61900194,-6.55410416,-4.9656,32.54505962,465,497.5450596,-97.82779778,122.3748433,24.54704552,5.7618,141.4351669,320,461.4351669
GRR,Kent County International,Grand Rapids,MI,42.88081972,-37.61900194,5.26181778,-4.9656,-26.12808237,465,438.8719176,-85.52276778,122.3748433,36.85207552,5.7618,212.3342887,320,532.3342887
GSO,Piedmont Triad International,Greensboro,NC,36.09774694,-37.61900194,-1.521255,-4.9656,7.553943828,465,472.5539438,-79.9372975,122.3748433,42.4375458,5.7618,244.5166514,320,564.5166514
GSP,Greenville-Spartanburg,Greer,SC,34.89566722,-37.61900194,-2.72333472,-4.9656,13.52299089,465,478.5229909,-82.21885833,122.3748433,40.15598497,5.7618,231.3707542,320,551.3707542
GST,Gustavus,Gustavus,AK,58.42438139,-37.61900194,20.80537945,-4.9656,-103.3111922,465,361.6888078,-135.7073814,122.3748433,-13.3325381,5.7618,-76.81941802,320,243.180582
GTF,Great Falls Intl,Great Falls,MT,47.48200194,-37.61900194,9.863,-4.9656,-48.9757128,465,416.0242872,-111.3706853,122.3748433,11.004158,5.7618,63.40375756,320,383.4037576
GTR,Golden Triangle Regional,Columbus-Starkville-West Point,MS,33.45033444,-37.61900194,-4.1686675,-4.9656,20.69993534,465,485.6999353,-88.59136861,122.3748433,33.78347469,5.7618,194.6536245,320,514.6536245
GUC,Gunnison County,Gunnison,CO,38.53396333,-37.61900194,0.91496139,-4.9656,-4.543332278,465,460.4566677,-106.9331817,122.3748433,15.4416616,5.7618,88.97176581,320,408.9717658
GUM,Guam International,Agana,GU,13.48345,-37.61900194,-24.13555194,-4.9656,119.8474967,465,584.8474967,-144.7959825,122.3748433,-22.4211392,5.7618,-129.1861198,320,190.8138802
HDN,Yampa Valley,Hayden,CO,40.48118028,-37.61900194,2.86217834,-4.9656,-14.21243277,465,450.7875672,-107.2176597,122.3748433,15.1571836,5.7618,87.33266047,320,407.3326605
HIB,Chisholm-Hibbing,Hibbing,MN,47.38659917,-37.61900194,9.76759723,-4.9656,-48.50198081,465,416.4980192,-92.83899333,122.3748433,29.53584997,5.7618,170.1796604,320,490.1796604
HLN,Helena Regional,Helena,MT,46.60681806,-37.61900194,8.98781612,-4.9656,-44.62989973,465,420.3701003,-111.9827503,122.3748433,10.392093,5.7618,59.87716145,320,379.8771614
HOB,Lea County Regional,Hobbs,NM,32.68752778,-37.61900194,-4.93147416,-4.9656,24.48772809,465,489.4877281,-103.2170278,122.3748433,19.1578155,5.7618,110.3835013,320,430.3835013
HPN,Westchester Cty,White Plains,NY,41.06695778,-37.61900194,3.44795584,-4.9656,-17.12116952,465,447.8788305,-73.70757444,122.3748433,48.66726886,5.7618,280.4110697,320,600.4110697
HRL,Valley International,Harlingen,TX,26.22850611,-37.61900194,-11.39049583,-4.9656,56.56064609,465,521.5606461,-97.65439389,122.3748433,24.72044941,5.7618,142.4342854,320,462.4342854
HSV,Huntsville International ,Huntsville,AL,34.6404475,-37.61900194,-2.97855444,-4.9656,14.79030993,465,479.7903099,-86.77310944,122.3748433,35.60173386,5.7618,205.1300702,320,525.1300702
HTS,Tri-State Walker-Long ,Huntington,WV,38.36666667,-37.61900194,0.74766473,-4.9656,-3.712603983,465,461.287396,-82.55802778,122.3748433,39.81681552,5.7618,229.4165277,320,549.4165277
HYA,Barnstable Mun Boardman Polando ,Hyannis,MA,41.66933639,-37.61900194,4.05033445,-4.9656,-20.11234074,465,444.8876593,-70.28035583,122.3748433,52.09448747,5.7618,300.1580179,320,620.1580179
HYS,Hays Municipal,Hays,KS,38.84494167,-37.61900194,1.22593973,-4.9656,-6.087526323,465,458.9124737,-99.27403361,122.3748433,23.10080969,5.7618,133.1022453,320,453.1022453
ICT,Wichita Mid-Continent,Wichita,KS,37.64995889,-37.61900194,0.03095695,-4.9656,-0.153719831,465,464.8462802,-97.43304583,122.3748433,24.94179747,5.7618,143.7096487,320,463.7096487
IDA,Idaho Falls Regional,Idaho Falls,ID,43.51455556,-37.61900194,5.89555362,-4.9656,-29.27496106,465,435.7250389,-112.0701667,122.3748433,10.3046766,5.7618,59.37348563,320,379.3734856
ILG,New Castle County ,Wilmington,DE,39.67872222,-37.61900194,2.05972028,-4.9656,-10.22774702,465,454.772253,-75.60652778,122.3748433,46.76831552,5.7618,269.4696804,320,589.4696804
ILM,Wilmington International,Wilmington,NC,34.27061111,-37.61900194,-3.34839083,-4.9656,16.62676951,465,481.6267695,-77.90255556,122.3748433,44.47228774,5.7618,256.2404275,320,576.2404275
IMT,Ford,Iron Mountain Kingsford,MI,45.81835417,-37.61900194,8.19935223,-4.9656,-40.71470343,465,424.2852966,-88.1145425,122.3748433,34.2603008,5.7618,197.4010011,320,517.4010011
INL,Falls International,International Falls,MN,48.56618722,-37.61900194,10.94718528,-4.9656,-54.35934323,465,410.6406568,-93.40306667,122.3748433,28.97177663,5.7618,166.9295826,320,486.9295826
IPL,Imperial County,Imperial,CA,32.83422028,-37.61900194,-4.78478166,-4.9656,23.75931181,465,488.7593118,-115.5787456,122.3748433,6.7960977,5.7618,39.15775573,320,359.1577557
ISN,Sloulin Field International,Williston,ND,48.17793861,-37.61900194,10.55893667,-4.9656,-52.43145593,465,412.5685441,-103.6423467,122.3748433,18.7324966,5.7618,107.9328989,320,427.9328989
ISP,Long Island - MacArthur,Islip,NY,40.7952425,-37.61900194,3.17624056,-4.9656,-15.77194012,465,449.2280599,-73.10021194,122.3748433,49.27463136,5.7618,283.910571,320,603.910571
ITH,Tompkins Cty ,Ithaca,NY,42.49102778,-37.61900194,4.87202584,-4.9656,-24.19253151,465,440.8074685,-76.45844444,122.3748433,45.91639886,5.7618,264.561107,320,584.561107
ITO,Hilo International,Hilo,HI,19.72026306,-37.61900194,-17.89873888,-4.9656,88.87797778,465,595.8779778,-155.0484703,122.3748433,-32.673627,5.7618,-188.258904,320,157.741096
IYK,Inyokern,Inyokern,CA,35.65884306,-37.61900194,-1.96015888,-4.9656,9.733364935,465,474.7333649,-117.8295122,122.3748433,4.5453311,5.7618,26.18928873,320,346.1892887
JAC,Jackson Hole,Jackson,WY,43.60732417,-37.61900194,5.98832223,-4.9656,-29.73561287,465,435.2643871,-110.7377389,122.3748433,11.6371044,5.7618,67.05066813,320,387.0506681
JAN,Jackson International,Jackson,MS,32.31116667,-37.61900194,-5.30783527,-4.9656,26.35658682,465,491.3565868,-90.07588889,122.3748433,32.29895441,5.7618,186.1001155,320,506.1001155
JLN,Joplin Regional,Joplin,MO,37.15181361,-37.61900194,-0.46718833,-4.9656,2.319870371,465,467.3198704,-94.49826833,122.3748433,27.87657497,5.7618,160.6192497,320,480.6192497
JMS,Jamestown Municipal,Jamestown,ND,46.92971944,-37.61900194,9.3107175,-4.9656,-46.23329882,465,418.7667012,-98.67819528,122.3748433,23.69664802,5.7618,136.5353466,320,456.5353466
JNU,Juneau International,Juneau,AK,58.35496194,-37.61900194,20.73596,-4.9656,-102.966483,465,315.033517,-134.5762764,122.3748433,-12.2014331,5.7618,-70.30221724,320,260.6977828
KOA,Kona International At Keahole,Kailua Kona,HI,19.73876583,-37.61900194,-17.88023611,-4.9656,88.78610043,465,595.7861004,-156.0456314,122.3748433,-33.6707881,5.7618,-194.0043469,320,125.9956531
KTN,Ketchikan International,Ketchikan,AK,55.35556861,-37.61900194,17.73656667,-4.9656,-88.07269546,465,340.9273045,-131.71374,122.3748433,-9.3388967,5.7618,-53.80885501,320,280.191145
LAN,Capital City,Lansing,MI,42.7787,-37.61900194,5.15969806,-4.9656,-25.62099669,465,439.3790033,-84.58735806,122.3748433,37.78748524,5.7618,217.7239325,320,537.7239325
LAR,Laramie Regional,Laramie,WY,41.31205,-37.61900194,3.69304806,-4.9656,-18.33819945,465,446.6618006,-105.6749864,122.3748433,16.6998569,5.7618,96.22123549,320,416.2212355
LAW,Lawton-Ft Sill Regional,Lawton,OK,34.56771444,-37.61900194,-3.0512875,-4.9656,15.15147321,465,480.1514732,-98.41663667,122.3748433,23.95820663,5.7618,138.042395,320,458.042395
LBB,Lubbock International,Lubbock,TX,33.66363889,-37.61900194,-3.95536305,-4.9656,19.64075076,465,484.6407508,-101.8227778,122.3748433,20.5520655,5.7618,118.416891,320,438.416891
LCH,Lake Charles Regional,Lake Charles,LA,30.1260975,-37.61900194,-7.49290444,-4.9656,37.20676629,465,502.2067663,-93.22340361,122.3748433,29.15143969,5.7618,167.9647652,320,487.9647652
LEX,Blue Grass ,Lexington,KY,38.03697222,-37.61900194,0.41797028,-4.9656,-2.075473222,465,462.9245268,-84.60538889,122.3748433,37.76945441,5.7618,217.6200424,320,537.6200424
LFT,Lafayette Regional,Lafayette,LA,30.20527972,-37.61900194,-7.41372222,-4.9656,36.81357906,465,501.8135791,-91.987655,122.3748433,30.3871883,5.7618,175.0849015,320,495.0849015
LGB,Long Beach (Daugherty ),Long Beach,CA,33.81772222,-37.61900194,-3.80127972,-4.9656,18.87563458,465,483.8756346,-118.1516111,122.3748433,4.2232322,5.7618,24.33341929,320,344.3334193
LIH,Lihue,Lihue,HI,21.97598306,-37.61900194,-15.64301888,-4.9656,77.67697455,465,580.6769746,-159.3389581,122.3748433,-36.9641148,5.7618,-212.9798367,320,137.0201633
LMT,Klamath Falls International,Klamath Falls,OR,42.15614361,-37.61900194,4.53714167,-4.9656,-22.52963068,465,442.4703693,-121.7332081,122.3748433,0.6416352,5.7618,3.696973695,320,323.6969737
LNK,Lincoln Municipal,Lincoln,NE,40.85097222,-37.61900194,3.23197028,-4.9656,-16.04867162,465,448.9513284,-96.75925,122.3748433,25.6155933,5.7618,147.5919255,320,467.5919255
LRD,Laredo International,Laredo,TX,27.54373861,-37.61900194,-10.07526333,-4.9656,50.02972759,465,515.0297276,-99.46154361,122.3748433,22.91329969,5.7618,132.0218502,320,452.0218502
LSE,La Crosse Municipal,La Crosse,WI,43.87937972,-37.61900194,6.26037778,-4.9656,-31.0865319,465,433.9134681,-91.25653778,122.3748433,31.11830552,5.7618,179.2974527,320,499.2974527
LWB,Greenbrier Valley,Lewisburg,WV,37.85830556,-37.61900194,0.23930362,-4.9656,-1.188286055,465,463.8117139,-80.39947222,122.3748433,41.97537108,5.7618,241.8536931,320,561.8536931
LWS,Lewiston-Nez Perce County,Lewiston,ID,46.37449806,-37.61900194,8.75549612,-4.9656,-43.47629153,465,421.5237085,-117.0153944,122.3748433,5.3594489,5.7618,30.88007267,320,350.8800727
LYH,Lynchburg Municipal-Preston Glenn ,Lynchburg,VA,37.32668528,-37.61900194,-0.29231666,-4.9656,1.451527607,465,466.4515276,-79.20043056,122.3748433,43.17441274,5.7618,248.7623313,320,568.7623313
MAF,Midland International,Midland,TX,31.94252778,-37.61900194,-5.67647416,-4.9656,28.18710009,465,493.1871001,-102.2019139,122.3748433,20.1729294,5.7618,116.2323846,320,436.2323846
MBS,Mbs International,Saginaw,MI,43.53291472,-37.61900194,5.91391278,-4.9656,-29.3661253,465,435.6338747,-84.07964722,122.3748433,38.29519608,5.7618,220.6492608,320,540.6492608
MCN,Middle Georgia Regional,Macon,GA,32.69284944,-37.61900194,-4.9261525,-4.9656,24.46130285,465,489.4613029,-83.64921083,122.3748433,38.72563247,5.7618,223.1293492,320,543.1293492
MDT,Harrisburg Intl,Harrisburg,PA,40.19349528,-37.61900194,2.57449334,-4.9656,-12.78390413,465,452.2160959,-76.76340361,122.3748433,45.61143969,5.7618,262.8039932,320,582.8039932
MEI,Key ,Meridian,MS,32.33313333,-37.61900194,-5.28586861,-4.9656,26.24750917,465,491.2475092,-88.75120556,122.3748433,33.62363774,5.7618,193.7326759,320,513.7326759
MFE,McAllen Miller International,McAllen,TX,26.17583333,-37.61900194,-11.44316861,-4.9656,56.82219805,465,521.822198,-98.23861111,122.3748433,24.13623219,5.7618,139.0681426,320,459.0681426
MFR,Rogue Valley International,Medford,OR,42.37422778,-37.61900194,4.75522584,-4.9656,-23.61254943,465,441.3874506,-122.8734978,122.3748433,-0.4986545,5.7618,-2.873147498,320,317.1268525
MGM,Montgomery Regional Apt,Montgomery,AL,32.30064417,-37.61900194,-5.31835777,-4.9656,26.40883734,465,491.4088373,-86.39397611,122.3748433,35.98086719,5.7618,207.3145606,320,527.3145606
MHK,Manhattan Regional,Manhattan,KS,39.14096722,-37.61900194,1.52196528,-4.9656,-7.557470794,465,457.4425292,-96.67083278,122.3748433,25.70401052,5.7618,148.1013678,320,468.1013678
MHT,Manchester,Manchester,NH,42.93451639,-37.61900194,5.31551445,-4.9656,-26.39471855,465,438.6052814,-71.43705583,122.3748433,50.93778747,5.7618,293.4933438,320,613.4933438
MKG,Muskegon County,Muskegon,MI,43.16948806,-37.61900194,5.55048612,-4.9656,-27.56149388,465,437.4385061,-86.23822306,122.3748433,36.13662024,5.7618,208.2119785,320,528.2119785
MLB,Melbourne International ,Melbourne,FL,28.10275,-37.61900194,-9.51625194,-4.9656,47.25390063,465,512.2539006,-80.64580556,122.3748433,41.72903774,5.7618,240.4343697,320,560.4343697
MLI,Quad City,Moline,IL,41.44852639,-37.61900194,3.82952445,-4.9656,-19.01588661,465,445.9841134,-90.50753917,122.3748433,31.86730413,5.7618,183.6130329,320,503.6130329
MLU,Monroe Regional,Monroe,LA,32.51086556,-37.61900194,-5.10813638,-4.9656,25.36496201,465,490.364962,-92.03768778,122.3748433,30.33715552,5.7618,174.7966227,320,494.7966227
MMH,Mammoth Yosemite,Mammoth Lakes,CA,37.62404861,-37.61900194,0.00504667,-4.9656,-0.025059745,465,464.9749403,-118.8377722,122.3748433,3.5370711,5.7618,20.37989626,320,340.3798963
MOB,Mobile Regional,Mobile,AL,30.69141667,-37.61900194,-6.92758527,-4.9656,34.39961742,465,499.3996174,-88.24283333,122.3748433,34.13200997,5.7618,196.661815,320,516.661815
MOD,Modesto City-County-Harry Sham ,Modesto,CA,37.62581722,-37.61900194,0.00681528,-4.9656,-0.033841954,465,464.966158,-120.9544214,122.3748433,1.4204219,5.7618,8.184186903,320,328.1841869
MOT,Minot International,Minot,ND,48.25937778,-37.61900194,10.64037584,-4.9656,-52.83585027,465,412.1641497,-101.2803339,122.3748433,21.0945094,5.7618,121.5423443,320,441.5423443
MQT,Marquette County Airport,NA,NA,46.353639,-37.61900194,8.73463706,-4.9656,-43.37271379,465,421.6272862,-87.395361,122.3748433,34.9794823,5.7618,201.5447811,320,521.5447811
MRY,Monterey Peninsula,Monterey,CA,36.5869825,-37.61900194,-1.03201944,-4.9656,5.124595731,465,470.1245957,-121.8429478,122.3748433,0.5318955,5.7618,3.064675492,320,323.0646755
MSN,Dane County Regional,Madison,WI,43.13985778,-37.61900194,5.52085584,-4.9656,-27.41436176,465,437.5856382,-89.33751361,122.3748433,33.03732969,5.7618,190.3544862,320,510.3544862
MSO,Missoula International,Missoula,MT,46.91630556,-37.61900194,9.29730362,-4.9656,-46.16669086,465,418.8333091,-114.0905556,122.3748433,8.2842877,5.7618,47.73240887,320,367.7324089
MTJ,Montrose Regional,Montrose,CO,38.50886722,-37.61900194,0.88986528,-4.9656,-4.418715034,465,460.581285,-107.8938333,122.3748433,14.48101,5.7618,83.43668342,320,403.4366834
MVY,Marthas Vineyard,Marthas Vineyard,MA,41.39302583,-37.61900194,3.77402389,-4.9656,-18.74029303,465,446.259707,-70.6143325,122.3748433,51.7605108,5.7618,298.2337111,320,618.2337111
MWH,Grant County,Moses Lake,WA,47.20770806,-37.61900194,9.58870612,-4.9656,-47.61367911,465,417.3863209,-119.3201897,122.3748433,3.0546536,5.7618,17.60030311,320,337.6003031
MYR,Myrtle Beach International,Myrtle Beach,SC,33.67975,-37.61900194,-3.93925194,-4.9656,19.56074943,465,484.5607494,-78.92833333,122.3748433,43.44650997,5.7618,250.3301011,320,570.3301011
OAJ,Albert J Ellis,Jacksonville,NC,34.82916444,-37.61900194,-2.7898375,-4.9656,13.85321709,465,478.8532171,-77.61213778,122.3748433,44.76270552,5.7618,257.9137567,320,577.9137567
OME,Nome,Nome,AK,64.51220222,-37.61900194,26.89320028,-4.9656,-133.5408753,465,260.4591247,-165.4452458,122.3748433,-43.0704025,5.7618,-248.1630451,320,100.8369549
ORH,Worcester Regional,Worcester,MA,42.26733944,-37.61900194,4.6483375,-4.9656,-23.08178469,465,441.9182153,-71.87570944,122.3748433,50.49913386,5.7618,290.9659095,320,610.9659095
OTH,North Bend Muni,North Bend,OR,43.41713889,-37.61900194,5.79813695,-4.9656,-28.79122884,465,436.2087712,-124.2460278,122.3748433,-1.8711845,5.7618,-10.78139085,320,309.2186091
OTZ,Ralph Wien Memorial,Kotzebue,AK,66.88467694,-37.61900194,29.265675,-4.9656,-145.3216358,465,240.6783642,-162.5985497,122.3748433,-40.2237064,5.7618,-231.7609515,320,115.2390485
OXR,Oxnard,Oxnard,CA,34.20080083,-37.61900194,-3.41820111,-4.9656,16.97341943,465,481.9734194,-119.2072164,122.3748433,3.1676269,5.7618,18.25123267,320,338.2512327
PAH,Barkley Regional,Paducah,KY,37.06083333,-37.61900194,-0.55816861,-4.9656,2.77164205,465,467.771642,-88.77375,122.3748433,33.6010933,5.7618,193.6027794,320,513.6027794
PFN,Panama City-Bay County International,Panama City,FL,30.21208333,-37.61900194,-7.40691861,-4.9656,36.77979505,465,501.779795,-85.68280556,122.3748433,36.69203774,5.7618,211.4121831,320,531.4121831
PHF,Newport News Williamsburg International,Newport News,VA,37.13189556,-37.61900194,-0.48710638,-4.9656,2.418775441,465,467.4187754,-76.4929875,122.3748433,45.8818558,5.7618,264.3620767,320,584.3620767
PIA,Greater Peoria Regional,Peoria,IL,40.66424333,-37.61900194,3.04524139,-4.9656,-15.12145065,465,449.8785494,-89.69330556,122.3748433,32.68153774,5.7618,188.3044842,320,508.3044842
PIB,Hattiesburg-Laurel Regional,Hattiesburg-Laurel,MS,31.46714944,-37.61900194,-6.1518525,-4.9656,30.54763877,465,495.5476388,-89.33705778,122.3748433,33.03778552,5.7618,190.3571126,320,510.3571126
PIE,St. Petersburg-Clearwater International,St. Petersburg,FL,27.91076333,-37.61900194,-9.70823861,-4.9656,48.20722964,465,513.2072296,-82.68743944,122.3748433,39.68740386,5.7618,228.6708836,320,548.6708836
